Episode No.,Avg Reward,Team Reward,Agent 0 reached goal,Agent 1 reached goal,Goals reached,Agent 0 X,Agent 0 Y,Agent 1 X,Agent 1 Y,Agent 0 Goal X,Agent 0 Goal Y,Agent 1 Goal X,Agent 1 Goal Y
4000,-105.42,-40,0,0,0,8,9,4,4,4,9,5,9
4010,-23.6,-40,1,0,1,9,0,6,3,4,9,5,9
4020,-48.88,-40,1,0,1,5,8,5,5,4,9,5,9
4030,-193.28,-40,1,0,1,4,7,7,4,4,9,5,9
4040,-168.43,-40,1,0,1,5,7,1,6,4,9,5,9
4050,-53.18,-40,1,0,1,5,2,3,0,4,9,5,9
4060,-60.9,-40,1,0,1,1,0,0,0,4,9,5,9
130,-16.4,13.6,1,1,2,2,4,5,9,4,9,5,9
1620,-41.65,10.9,1,1,2,2,4,3,1,4,9,5,9
4090,-249.67,-40,0,0,0,6,8,8,3,4,9,5,9
4100,-219.48,-40,0,0,0,7,4,8,6,4,9,5,9
4110,-233.42,-40,0,0,0,4,0,1,7,4,9,5,9
4120,-57.25,-40,0,0,0,7,7,1,3,4,9,5,9
4130,-232,-40,0,0,0,4,3,1,6,4,9,5,9
4140,-16.73,-40,1,0,1,0,4,3,5,4,9,5,9
4150,-30.4,-40,1,0,1,3,2,7,9,4,9,5,9
4160,-18.6,-40,1,0,1,1,9,9,0,4,9,5,9
4170,-400,-40,0,0,0,4,1,1,5,4,9,5,9
4180,-359.48,-40,0,0,0,4,2,3,0,4,9,5,9
4190,-162.97,-40,1,0,1,5,4,8,0,4,9,5,9
2680,-49.25,10.7,1,1,2,3,5,3,9,4,9,5,9
4210,-205.6,-40,0,0,0,9,9,8,4,4,9,5,9
4220,-46.73,-40,1,0,1,0,8,5,7,4,9,5,9
4230,-38.38,-40,1,0,1,4,4,3,5,4,9,5,9
4240,-41.33,-40,0,0,0,0,1,2,7,4,9,5,9
4250,-103.72,-40,0,0,0,0,7,3,2,4,9,5,9
4260,-210.95,-40,0,0,0,7,3,7,4,4,9,5,9
4270,-199,-40,1,0,1,9,7,1,6,4,9,5,9
4280,-42.7,-40,0,0,0,1,8,3,5,4,9,5,9
4290,-77.48,-40,0,0,0,6,7,9,4,4,9,5,9
4300,-21.28,-40,1,0,1,0,9,0,6,4,9,5,9
4310,-215.88,-40,0,0,0,1,1,9,3,4,9,5,9
4320,-244.67,-40,0,0,0,9,3,9,5,4,9,5,9
4330,-25.18,-40,1,0,1,6,4,5,5,4,9,5,9
4340,-54.7,-40,0,0,0,2,1,3,5,4,9,5,9
4350,-105.4,-40,0,0,0,8,6,2,3,4,9,5,9
4360,-40.08,-40,0,0,0,0,9,3,0,4,9,5,9
4370,-95.5,-40,0,0,0,1,3,6,2,4,9,5,9
4380,-137.8,-40,0,0,0,1,3,1,8,4,9,5,9
4390,-71.5,-40,1,0,1,1,4,7,9,4,9,5,9
4400,-35.93,-40,1,0,1,2,9,0,8,4,9,5,9
4410,-219.93,-40,0,0,0,5,1,4,5,4,9,5,9
4420,-66.05,-40,1,0,1,4,7,3,5,4,9,5,9
4430,-38.68,-40,1,0,1,6,1,3,0,4,9,5,9
4440,-46,-40,0,0,0,3,1,0,5,4,9,5,9
4450,-220.33,-40,0,0,0,8,1,9,5,4,9,5,9
680,-21.9,10.1,1,1,2,3,7,7,5,4,9,5,9
4470,-196.78,-40,1,0,1,7,4,1,2,4,9,5,9
4480,-177.45,-40,0,0,0,1,3,0,2,4,9,5,9
4490,-203.9,-40,1,0,1,6,2,4,2,4,9,5,9
4500,-52.77,-40,1,0,1,7,4,3,6,4,9,5,9
4510,-153.92,-40,0,0,0,8,2,3,8,4,9,5,9
4520,-39.38,-40,1,0,1,2,6,5,7,4,9,5,9
4530,-188.62,-40,0,0,0,6,0,0,3,4,9,5,9
4540,-169.4,-40,0,0,0,5,2,2,8,4,9,5,9
4550,-27.33,-40,1,0,1,3,3,6,4,4,9,5,9
4560,-42.55,-40,1,0,1,6,7,7,3,4,9,5,9
4570,-18.3,-40,1,0,1,7,7,1,9,4,9,5,9
4580,-89.85,-40,1,0,1,1,7,9,5,4,9,5,9
4590,-100.08,-40,1,0,1,5,2,0,0,4,9,5,9
4600,-55.5,-40,0,0,0,2,6,4,7,4,9,5,9
4610,-274.67,-40,1,0,1,5,1,7,5,4,9,5,9
4620,-382.9,-40,0,0,0,7,6,8,0,4,9,5,9
4630,-384.7,-40,0,0,0,8,5,4,0,4,9,5,9
4640,-220.43,-40,0,0,0,1,6,5,3,4,9,5,9
4650,-205.53,-40,0,0,0,6,9,8,4,4,9,5,9
4660,-219.5,-40,0,0,0,6,3,1,2,4,9,5,9
4670,-75.92,-40,1,0,1,7,4,0,9,4,9,5,9
4680,-22.05,-40,1,0,1,1,7,2,3,4,9,5,9
4690,-85.97,-40,0,0,0,7,3,3,3,4,9,5,9
4700,-39.58,-40,1,0,1,4,5,9,9,4,9,5,9
4710,-52.92,-40,1,0,1,1,2,6,8,4,9,5,9
4720,-36.9,-40,1,0,1,9,4,1,8,4,9,5,9
4730,-21.53,-40,1,0,1,3,0,0,0,4,9,5,9
4740,-79.97,-40,0,0,0,8,2,9,5,4,9,5,9
4750,-172.75,-40,0,0,0,3,2,2,1,4,9,5,9
4760,-33.9,-40,1,0,1,7,8,0,9,4,9,5,9
4770,-185.67,-40,1,0,1,7,9,7,4,4,9,5,9
4780,-69.87,-40,0,1,1,5,4,3,6,4,9,5,9
4790,-201.07,-40,0,1,1,1,6,6,8,4,9,5,9
4800,-185.43,-40,1,0,1,5,8,8,4,4,9,5,9
4810,-96.55,-40,1,0,1,1,8,7,5,4,9,5,9
4820,-18.95,-40,1,0,1,9,1,8,8,4,9,5,9
4830,-19,-40,1,0,1,3,8,9,6,4,9,5,9
4840,-87,-40,0,0,0,1,5,1,9,4,9,5,9
4850,-194.83,-40,1,0,1,6,3,8,4,4,9,5,9
4860,-16.53,-40,1,0,1,0,4,3,7,4,9,5,9
4870,-201,-40,1,0,1,3,4,1,6,4,9,5,9
4880,-190.87,-40,0,0,0,7,1,9,6,4,9,5,9
4890,-400,-40,0,0,0,2,6,1,2,4,9,5,9
4900,-37.23,-40,1,0,1,5,2,0,3,4,9,5,9
4910,-223.43,-40,1,0,1,5,7,2,5,4,9,5,9
4920,-219.7,-40,0,0,0,9,4,5,1,4,9,5,9
4930,-115.37,-40,0,0,0,7,1,6,1,4,9,5,9
4940,-15,-40,1,0,1,2,9,3,7,4,9,5,9
4950,-115.85,-40,0,0,0,3,4,3,7,4,9,5,9
4960,-15.3,-40,1,0,1,0,7,5,5,4,9,5,9
4970,-204.13,-40,0,0,0,2,8,8,4,4,9,5,9
4980,-400,-40,0,0,0,7,6,5,1,4,9,5,9
4990,-215.4,-40,0,0,0,1,9,1,0,4,9,5,9
